Age,DistanceFromHome,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobSatisfaction
34,3,1115,3,1,40,2,1,1,2979,3,0,17,3,4,80,3,6,2,3,0,0,0,0,4
48,1,1116,1,1,35,4,4,0,16885,2,0,22,4,3,80,0,27,3,2,5,4,2,1,4
45,9,1117,2,0,65,2,2,1,5593,1,0,13,3,4,80,1,15,2,3,15,10,4,12,3
52,7,1118,2,1,87,3,3,0,10445,7,0,19,3,4,80,0,18,4,3,8,6,4,0,2
38,10,1119,3,1,73,2,3,2,8740,0,1,14,3,2,80,2,9,2,3,8,7,2,7,3
29,28,1120,3,0,93,3,1,2,2514,4,0,22,4,1,80,1,11,1,3,7,5,1,7,4
28,3,1121,4,0,93,3,3,2,7655,0,0,17,3,2,80,3,10,3,2,9,7,1,7,2
46,3,1124,1,1,52,3,4,1,17465,3,0,12,3,4,80,1,23,3,3,12,9,4,9,3
38,2,1125,4,1,32,3,3,0,7351,7,0,16,3,3,80,0,10,2,3,1,0,0,0,2
43,27,1126,3,0,83,3,3,1,10820,8,0,11,3,3,80,1,18,1,3,8,7,0,1,1
39,2,1127,1,1,84,3,4,2,12169,7,0,11,3,4,80,3,21,4,3,18,7,11,5,4
40,14,1128,3,1,44,2,5,0,19626,1,0,14,3,1,80,0,21,2,4,20,7,4,9,3
21,1,1131,4,0,70,2,1,0,2070,1,1,11,3,3,80,0,2,6,4,2,2,2,2,2
39,9,1132,3,1,70,3,2,0,6782,9,0,15,3,3,80,0,9,2,2,5,4,0,3,2
36,18,1133,1,1,78,3,2,0,7779,2,0,20,4,1,80,0,18,0,3,11,9,0,9,4
31,20,1135,3,1,67,4,1,1,2791,0,0,12,3,1,80,1,3,4,3,2,2,2,2,4
28,2,1136,1,1,67,2,1,1,3201,0,0,17,3,1,80,0,6,2,1,5,3,0,4,2
35,11,1137,4,1,54,3,2,2,4968,1,0,11,3,4,80,1,5,3,3,5,2,0,2,4
49,8,1138,4,1,56,2,4,1,13120,6,0,17,3,2,80,1,22,3,3,9,8,2,3,2
34,2,1140,4,1,95,3,2,0,4033,2,0,11,3,4,80,0,5,3,2,3,2,0,2,3
29,10,1143,4,0,61,3,1,2,3291,0,0,14,3,4,80,2,8,2,2,7,5,1,1,2
42,29,1148,2,1,56,1,2,0,4272,4,0,19,3,1,80,0,16,3,3,1,0,0,0,4
29,8,1150,2,1,79,2,2,1,5056,1,1,15,3,3,80,1,10,2,2,10,7,1,2,4
38,1,1152,3,1,37,4,1,1,2844,1,0,13,3,4,80,1,7,2,4,7,6,5,0,3
28,6,1154,3,1,39,2,1,2,2703,1,1,14,3,4,80,1,3,2,3,3,1,0,2,3
18,8,1156,3,1,80,3,1,0,1904,1,0,12,3,4,80,0,0,0,3,0,0,0,0,3
33,9,1157,1,0,77,3,2,0,8224,0,1,17,3,1,80,0,6,3,3,5,2,0,3,1
41,12,1158,2,1,46,3,1,1,4766,3,1,11,3,1,80,1,6,4,3,1,0,0,0,4
31,15,1160,3,1,72,3,1,1,2610,1,0,12,3,3,80,1,2,5,2,2,2,2,2,3
37,25,1161,3,0,52,2,2,2,5731,7,0,13,3,3,80,2,9,2,3,6,2,1,3,4
27,6,1162,4,1,55,2,1,1,2539,1,0,13,3,3,80,1,4,0,3,4,2,2,2,3
34,9,1163,2,0,70,3,2,1,5714,1,0,20,4,1,80,0,6,3,2,6,5,1,3,3
35,8,1164,3,1,100,3,1,0,4323,1,0,17,3,2,80,0,6,2,1,5,4,1,4,3
29,23,1165,4,0,45,2,3,1,7336,1,0,13,3,1,80,1,11,3,1,11,8,3,10,1
40,9,1166,2,0,88,3,3,0,13499,9,0,17,3,3,80,0,20,3,2,18,7,2,13,3
42,12,1167,3,1,44,3,4,0,13758,0,1,12,3,2,80,0,22,2,2,21,9,13,14,1
42,4,1171,2,1,45,3,2,0,5155,7,0,13,3,4,80,0,9,3,4,6,4,1,5,1
35,1,1172,4,1,58,2,1,1,2258,6,0,12,3,2,80,1,10,2,3,8,0,1,7,3
24,24,1173,4,1,49,3,1,0,3597,8,0,22,4,4,80,0,6,2,3,4,3,1,2,2
28,12,1175,3,0,79,3,1,1,2515,1,1,11,3,4,80,0,1,4,2,1,1,0,0,4
26,3,1177,1,1,82,4,1,1,4420,1,0,22,4,2,80,1,8,2,3,8,7,0,7,4
30,10,1179,3,1,72,2,2,1,6578,1,0,18,3,1,80,1,10,3,3,10,3,1,4,3
40,26,1180,3,0,92,2,2,1,4422,3,1,13,3,4,80,1,16,3,1,1,1,0,0,4
35,2,1182,3,1,44,2,3,2,10274,2,0,18,3,2,80,1,15,2,4,7,7,6,4,2
34,1,1184,4,1,97,2,2,0,5343,0,0,20,4,3,80,0,14,3,3,13,9,4,9,1
35,4,1185,4,1,47,2,1,1,2376,1,0,13,3,2,80,1,2,2,4,2,2,2,2,4
43,9,1188,1,0,85,1,2,0,5346,8,0,13,3,2,80,0,7,2,2,4,3,1,3,3
32,2,1190,3,0,76,3,1,2,2827,1,0,12,3,3,80,3,1,3,3,1,0,0,0,1
56,4,1191,4,0,92,3,5,2,19943,4,0,13,3,4,80,1,28,2,3,5,2,4,2,1
29,6,1192,2,0,54,3,1,1,3131,1,0,13,3,1,80,1,10,5,3,10,8,0,8,4
19,9,1193,3,1,54,3,1,0,2552,1,0,25,4,3,80,0,1,4,3,1,1,0,0,1
45,7,1195,1,0,83,3,1,1,4477,4,1,19,3,3,80,1,7,2,2,3,2,0,2,3
37,1,1196,4,0,56,2,2,1,6474,1,0,13,3,2,80,1,14,2,2,14,8,3,11,4
20,3,1198,1,1,87,2,1,0,3033,1,0,12,3,1,80,0,2,2,2,2,2,1,2,3
44,10,1200,3,1,96,3,1,0,2936,1,1,11,3,3,80,0,6,4,3,6,4,0,2,3
53,7,1201,4,0,50,3,5,2,18606,3,0,18,3,2,80,1,26,6,3,7,7,4,7,3
29,15,1202,2,0,69,1,1,1,2168,0,1,18,3,1,80,1,6,2,2,5,4,1,3,4
22,3,1203,3,1,48,2,1,1,2853,0,1,11,3,2,80,1,1,5,3,0,0,0,0,4
46,2,1204,3,0,69,3,4,1,17048,8,0,23,4,1,80,0,28,2,3,26,15,15,9,1
44,17,1206,4,1,74,1,1,0,2290,2,0,13,3,4,80,0,6,3,3,0,0,0,0,3
33,2,1207,2,1,99,3,1,1,3600,1,0,13,3,4,80,1,5,2,3,5,4,1,4,3
41,5,1210,1,1,95,2,1,2,2107,6,0,17,3,1,80,1,5,2,1,1,0,0,0,1
30,29,1211,3,1,61,3,2,2,4115,8,0,19,3,3,80,3,8,3,3,4,3,0,3,1
40,2,1212,2,1,62,3,2,1,4327,5,0,12,3,4,80,3,5,2,3,0,0,0,0,2
50,2,1215,4,0,30,3,4,1,17856,2,0,22,4,3,80,1,32,3,3,2,2,2,2,1
28,19,1216,4,1,78,2,1,1,3196,1,0,12,3,3,80,3,6,2,3,6,5,3,3,1
46,15,1217,4,1,52,3,5,1,19081,5,0,11,3,1,80,1,25,2,3,4,2,0,3,2
35,17,1218,3,1,94,3,2,1,8966,3,1,15,3,4,80,3,15,2,3,7,7,1,7,1
24,17,1219,4,0,97,3,1,1,2210,1,0,13,3,1,80,1,1,3,1,1,0,0,0,2
33,25,1220,2,0,82,3,2,1,4539,1,0,12,3,1,80,1,10,3,2,10,7,0,1,3
36,6,1221,3,1,60,1,1,2,2741,1,0,14,3,3,80,1,7,4,3,7,7,1,7,3
30,7,1224,3,1,49,3,2,2,3491,1,0,13,3,1,80,3,10,4,2,10,7,8,9,3
44,29,1225,4,1,32,3,2,0,4541,1,0,25,4,2,80,0,20,3,3,20,11,13,17,4
20,21,1226,3,1,43,4,1,0,2678,1,0,17,3,4,80,0,2,2,3,2,1,2,2,4
46,2,1228,4,1,60,3,2,2,7379,2,0,11,3,3,80,1,12,3,2,6,3,1,4,4
42,2,1231,4,1,79,4,2,1,6272,7,0,16,3,1,80,1,10,3,4,4,3,0,3,1
60,7,1233,2,1,52,4,2,2,5220,0,1,18,3,2,80,1,12,3,3,11,7,1,9,4
32,13,1234,3,0,77,2,1,1,2743,1,0,20,4,3,80,1,2,2,3,2,2,2,2,2
32,2,1235,4,0,38,3,2,0,4998,4,1,14,3,4,80,0,10,2,3,8,7,0,7,3
36,1,1237,3,0,77,1,3,2,10252,2,1,21,4,3,80,1,17,2,3,7,7,7,7,1
33,9,1238,1,1,60,3,1,1,2781,0,0,13,3,2,80,1,15,5,3,14,10,4,10,4
40,10,1239,2,0,84,2,2,2,6852,7,0,12,3,2,80,1,7,2,4,5,1,1,3,2
25,10,1240,3,1,57,3,2,0,4950,0,0,14,3,2,80,0,5,4,3,4,3,1,1,4
30,1,1241,4,1,63,3,1,1,3579,0,1,21,4,1,80,1,12,2,3,11,9,5,7,2
42,26,1242,1,0,60,3,3,1,13191,3,1,17,3,3,80,0,20,6,3,1,0,0,0,1
35,8,1243,3,0,78,2,3,1,10377,4,1,11,3,2,80,1,16,6,2,13,2,4,12,4
27,14,1244,1,1,42,3,1,1,2235,1,1,14,3,4,80,2,9,3,2,9,7,6,8,1
54,1,1245,4,0,53,3,3,2,10502,7,0,17,3,1,80,1,33,2,1,5,4,1,4,3
44,2,1246,1,0,72,4,1,1,2011,1,0,13,3,4,80,1,10,5,3,10,5,7,7,4
19,10,1248,1,0,96,2,1,0,1859,1,1,25,4,2,80,0,1,2,4,1,1,0,0,2
29,1,1249,1,0,97,3,1,2,3760,1,0,15,3,1,80,3,3,5,3,3,2,1,2,4
54,3,1250,4,1,85,3,4,1,17779,3,0,14,3,1,80,0,36,2,3,10,9,0,9,4
31,11,1251,3,1,80,3,2,1,6833,1,1,12,3,4,80,0,6,2,2,6,5,0,1,1
31,24,1252,3,0,96,2,2,0,6812,1,0,19,3,2,80,0,10,2,3,10,9,1,8,1
59,3,1254,3,0,48,2,2,0,5171,5,0,17,3,4,80,0,13,2,3,6,1,0,5,4
43,3,1255,3,1,96,1,5,1,19740,3,0,14,3,2,80,1,25,2,3,8,7,0,7,4
49,4,1256,1,1,85,2,5,1,18711,2,0,13,3,3,80,1,23,2,4,1,0,0,0,3
36,3,1257,3,1,46,3,1,1,3692,1,0,12,3,3,80,0,12,2,2,11,10,0,7,2
48,2,1258,4,1,76,4,1,0,2559,5,0,11,3,3,80,0,7,4,2,1,0,0,0,2
27,4,1259,1,1,76,3,1,2,2517,1,0,11,3,2,80,3,5,2,3,5,3,0,3,3
29,7,1260,3,1,82,3,2,2,6623,1,1,11,3,2,80,2,6,2,3,6,0,1,0,4
48,1,1263,4,1,76,2,5,0,18265,6,0,12,3,3,80,0,25,3,4,1,0,0,0,4
29,1,1264,4,0,87,2,4,2,16124,3,0,14,3,2,80,2,9,2,2,7,7,1,7,4
34,20,1265,3,0,89,4,1,1,2585,0,0,17,3,4,80,0,2,5,2,1,0,0,0,3
44,5,1267,2,1,88,3,5,1,18213,7,0,11,3,3,80,1,26,5,3,22,9,3,10,2
33,10,1268,4,1,82,4,3,2,8380,0,1,14,3,4,80,2,10,3,3,9,8,0,8,3
19,25,1269,2,0,57,4,1,0,2994,1,1,12,3,4,80,0,1,2,3,1,0,0,1,4
23,1,1270,4,1,47,3,1,1,1223,1,0,22,4,4,80,1,1,2,3,1,0,0,1,3
25,24,1273,3,1,73,1,1,0,1118,1,1,14,3,4,80,0,1,4,3,1,0,1,0,4
26,4,1275,3,1,53,3,1,0,2875,1,1,20,4,2,80,0,8,2,2,8,5,2,2,4
45,2,1277,1,0,94,1,5,0,18824,2,1,16,3,1,80,0,26,2,3,24,10,1,11,2
55,8,1278,4,1,37,2,4,2,13577,1,1,15,3,4,80,1,34,3,3,33,9,15,0,2
21,10,1279,1,0,45,2,1,0,2625,1,0,20,4,3,80,0,2,2,1,2,2,2,2,3
46,4,1280,4,0,33,2,5,1,18789,2,0,14,3,3,80,1,26,2,3,11,4,0,8,2
34,2,1281,3,0,86,3,2,0,4538,0,1,12,3,4,80,0,4,3,3,3,2,0,2,1
51,9,1282,4,1,83,3,5,2,19847,4,1,24,4,1,80,1,31,5,2,29,10,11,10,2
59,18,1283,4,1,67,3,3,0,10512,6,0,12,3,4,80,0,25,6,2,9,7,5,4,4
34,19,1285,3,0,46,3,2,2,4444,4,0,13,3,3,80,2,15,2,4,11,8,5,10,2
28,1,1286,4,1,44,3,1,0,2154,0,1,11,3,3,80,0,5,2,2,4,2,0,2,3
44,4,1288,3,1,92,4,5,2,19190,1,0,14,3,4,80,2,26,4,2,25,9,14,13,1
34,11,1289,3,1,56,2,2,1,4490,4,0,11,3,4,80,2,14,5,4,10,9,1,8,2
35,6,1291,3,1,66,3,1,1,3506,0,1,14,3,4,80,0,4,3,3,3,2,2,2,3
42,7,1292,2,0,78,4,2,1,2372,6,1,16,3,4,80,0,18,2,3,1,0,0,0,2
43,4,1293,4,0,56,2,3,0,10231,3,0,14,3,4,80,0,23,3,4,21,7,15,17,4
36,2,1294,3,0,53,3,2,0,5410,9,1,11,3,4,80,0,18,2,3,16,14,5,12,2
44,15,1295,1,0,73,3,3,1,7978,1,0,11,3,4,80,1,10,2,3,10,7,0,5,4
28,2,1296,4,1,52,2,1,1,3867,1,1,12,3,2,80,1,2,2,3,2,2,2,2,4
51,6,1297,2,0,40,2,1,0,2838,0,0,14,3,2,80,0,8,6,2,7,0,7,7,3
30,9,1298,3,0,72,3,2,0,4695,7,1,18,3,3,80,0,10,3,3,8,4,1,7,3
29,7,1299,2,0,39,3,1,2,3339,3,1,13,3,1,80,2,10,2,3,7,7,7,7,3
28,1,1301,4,1,84,3,1,0,2080,2,0,11,3,2,80,0,5,2,2,3,2,1,2,1
25,1,1303,4,0,40,3,1,0,2096,1,0,18,3,4,80,0,2,3,2,2,2,2,1,2
32,8,1304,3,1,56,4,2,1,6209,1,0,15,3,3,80,2,10,4,4,10,7,0,8,4
45,25,1306,2,0,83,3,5,0,18061,3,0,22,4,3,80,0,22,4,3,0,0,0,0,2
39,13,1307,3,0,94,2,4,2,17123,6,1,13,3,4,80,2,21,4,3,19,9,15,2,2
58,23,1308,1,1,88,3,1,2,2372,1,0,12,3,4,80,2,2,3,3,2,2,2,2,3
32,7,1309,4,1,79,3,2,1,4883,1,0,18,3,1,80,1,10,3,3,10,4,1,1,3
39,23,1310,3,1,93,3,1,0,3904,0,0,13,3,1,80,0,6,2,3,5,2,0,3,1
30,6,1311,1,0,48,2,2,1,4627,0,0,12,3,1,80,1,10,6,3,9,2,6,7,4
36,10,1312,4,0,63,3,3,1,7094,3,0,12,3,1,80,0,10,0,3,7,7,1,7,3
46,1,1314,4,0,44,3,1,0,3423,6,0,12,3,3,80,0,10,3,4,7,6,5,7,1
28,1,1315,3,0,55,1,2,1,6674,0,0,11,3,1,80,3,10,6,3,9,8,7,5,4
50,28,1317,4,0,43,3,4,1,16880,4,1,11,3,2,80,0,25,2,3,3,2,1,2,1
40,25,1318,4,1,57,2,3,0,9094,2,1,12,3,3,80,0,9,2,3,5,4,1,0,2
52,5,1319,2,1,64,3,3,0,8446,9,1,19,3,3,80,0,10,2,2,8,7,7,7,2
30,17,1321,2,0,95,3,3,1,11916,1,1,23,4,4,80,2,9,2,3,9,1,0,8,1
39,18,1322,1,1,32,3,2,0,4534,0,0,11,3,1,80,0,9,6,3,8,7,1,7,3
31,2,1324,4,0,57,3,3,2,9852,1,1,19,3,1,80,1,10,5,2,10,8,9,6,3
41,10,1329,3,1,40,1,2,0,6151,1,0,13,3,1,80,0,19,4,3,19,2,11,9,2
31,1,1331,4,0,54,3,1,0,2302,1,1,11,3,1,80,0,3,2,4,3,2,2,2,2
44,3,1333,1,1,89,3,1,1,2362,4,0,12,3,3,80,0,10,4,4,3,2,1,2,1
42,2,1334,3,1,37,3,4,1,17861,0,1,13,3,4,80,0,21,3,2,20,8,2,10,3
55,2,1336,4,0,58,1,5,1,19187,4,0,14,3,4,80,1,23,5,3,19,9,9,11,3
56,8,1338,4,1,99,3,5,0,19717,6,0,14,3,1,80,0,36,4,3,7,3,7,7,2
40,16,1340,3,1,74,3,1,2,3544,9,0,16,3,2,80,1,6,0,3,4,2,0,0,3
34,9,1344,4,1,86,3,3,2,8500,0,0,11,3,4,80,1,10,0,2,9,7,1,6,4
40,2,1346,3,1,98,3,2,0,4661,1,0,13,3,3,80,0,9,4,3,9,8,8,8,4
41,1,1349,3,0,66,3,2,2,4103,0,0,17,3,4,80,1,10,2,3,9,3,1,7,1
35,4,1350,3,1,87,3,2,0,4249,1,1,11,3,2,80,0,9,3,3,9,6,1,1,3
51,5,1352,3,1,84,3,4,2,14026,1,1,11,3,2,80,1,33,2,3,33,9,0,10,2
38,2,1355,2,0,31,3,2,2,6893,3,0,15,3,4,80,1,11,3,3,7,7,1,7,1
34,15,1356,3,0,66,3,2,0,6125,1,0,12,3,4,80,0,10,6,4,10,8,9,6,1
25,19,1358,4,1,67,3,1,1,3669,3,0,11,3,3,80,3,7,6,2,3,2,1,2,4
58,7,1360,3,0,53,2,3,1,10008,7,1,14,3,4,80,0,31,0,2,10,9,5,9,1
40,1,1361,2,1,88,3,1,1,2387,3,0,22,4,3,80,1,7,3,3,4,2,0,3,2
36,7,1362,1,0,83,4,2,1,4639,2,0,16,3,4,80,1,17,2,2,15,7,6,13,1
48,4,1363,4,1,54,3,3,0,7898,1,0,11,3,3,80,0,11,2,3,10,9,0,8,4
27,11,1364,3,0,98,4,1,1,2534,8,0,14,3,2,80,1,5,4,3,1,0,0,0,4
51,11,1367,4,0,82,2,4,0,13142,3,0,16,3,2,80,0,29,1,2,5,2,0,3,2
18,1,1368,4,0,97,3,1,0,1611,1,0,15,3,3,80,0,0,5,4,0,0,0,0,4
35,1,1369,4,0,60,2,2,1,5363,0,0,12,3,2,80,1,10,0,3,9,7,0,0,4
27,2,1371,4,1,43,1,2,0,5071,3,0,20,4,2,80,0,8,3,3,6,2,0,0,4
55,13,1372,1,1,85,4,4,0,13695,6,1,17,3,3,80,0,24,2,2,19,7,3,8,3
56,23,1373,4,1,68,3,4,1,13402,4,1,12,3,1,80,1,33,0,3,19,16,15,9,2
34,26,1374,1,0,92,2,1,2,2029,1,0,20,4,3,80,3,5,2,3,5,4,0,0,3
40,2,1375,2,0,89,4,2,2,6377,5,0,20,4,2,80,3,15,0,3,12,11,11,8,3
34,29,1377,2,1,86,3,2,1,5429,4,0,13,3,1,80,2,10,1,3,8,7,7,7,3
31,2,1379,3,0,90,2,1,0,2785,7,0,14,3,3,80,0,3,3,4,1,0,0,0,4
35,18,1380,4,0,67,3,2,1,4614,0,1,18,3,3,80,1,5,0,2,4,2,3,2,3
38,7,1382,4,1,57,4,1,2,2610,1,0,11,3,4,80,3,4,2,3,4,2,0,3,3
34,2,1383,3,0,98,3,2,0,6687,1,0,11,3,4,80,0,14,2,4,14,11,4,11,4
28,26,1387,3,1,48,2,2,1,4724,1,0,11,3,3,80,1,5,0,3,5,3,0,4,1
31,22,1389,4,1,98,3,2,1,6179,1,1,15,3,4,80,2,10,3,2,10,2,6,7,3
39,21,1390,1,1,44,2,2,1,6120,3,1,12,3,4,80,2,8,2,4,5,4,1,4,4
51,2,1391,2,1,52,3,3,1,10596,2,0,11,3,2,80,0,14,5,3,4,2,3,2,2
41,22,1392,4,0,75,3,2,2,5467,3,1,14,3,1,80,2,12,4,2,6,2,3,3,4
37,4,1394,3,1,54,3,1,1,2996,7,1,15,3,4,80,0,8,2,3,6,4,1,3,3
33,5,1395,2,1,61,3,2,1,9998,6,0,13,3,1,80,0,8,2,4,5,4,1,2,4
32,2,1396,3,1,36,3,2,1,4078,0,1,13,3,1,80,3,4,3,2,3,2,1,2,2
39,25,1397,3,1,71,3,3,1,10920,3,0,21,4,2,80,1,13,2,3,6,4,0,5,3
25,18,1399,1,1,93,4,2,1,6232,2,0,11,3,2,80,0,6,3,2,3,2,1,2,3
52,28,1401,4,0,59,4,4,1,13247,2,1,11,3,2,80,1,24,3,2,5,3,0,2,3
43,6,1402,1,0,73,2,2,0,4081,1,1,14,3,1,80,0,20,3,1,20,7,1,8,3
27,10,1403,4,0,98,2,2,1,5769,1,1,11,3,4,80,0,6,3,3,6,2,4,4,4
27,17,1405,4,0,51,3,1,0,2394,1,1,13,3,4,80,0,8,2,3,8,2,7,7,3
26,2,1407,1,1,36,2,1,0,3904,0,0,12,3,4,80,0,5,2,3,4,3,1,1,4
42,10,1408,3,0,31,3,4,1,16799,0,0,14,3,3,80,1,21,5,3,20,7,0,9,1
52,8,1409,3,0,54,3,1,1,2950,9,0,13,3,3,80,0,12,2,1,5,4,0,4,1
37,11,1411,1,0,94,3,1,0,3629,4,0,18,3,1,80,0,8,6,3,3,2,0,2,3
35,18,1412,3,1,60,3,3,0,9362,2,0,11,3,3,80,0,10,2,3,2,2,2,2,4
25,1,1415,1,1,81,3,1,1,3229,4,0,11,3,2,80,1,7,2,2,3,2,0,2,4
26,7,1417,3,1,100,4,1,0,3578,0,0,12,3,4,80,0,8,2,3,7,7,0,7,1
29,17,1419,2,1,51,2,3,0,7988,1,0,13,3,1,80,0,10,3,2,10,9,0,9,1
49,28,1420,1,1,97,2,2,0,4284,3,0,20,4,1,80,0,20,2,3,4,3,1,3,1
29,14,1421,3,0,84,3,3,0,7553,0,1,12,3,1,80,0,9,1,3,8,7,7,7,4
54,1,1422,4,0,54,3,4,0,17328,6,0,19,3,4,80,0,29,3,2,20,7,12,7,4
58,1,1423,4,0,76,3,5,1,19701,3,1,21,4,3,80,1,32,3,3,9,8,1,5,1
55,1,1424,2,1,81,4,4,2,14732,2,0,13,3,4,80,2,31,4,4,7,7,0,0,4
36,3,1425,1,0,99,3,2,0,9278,3,1,16,3,4,80,0,15,3,3,5,4,0,1,2
31,1,1427,2,0,50,1,1,0,1359,1,0,12,3,2,80,0,1,3,3,1,0,0,0,3
30,7,1428,4,0,73,3,2,2,4779,7,0,14,3,2,80,2,8,3,3,3,2,0,2,1
31,8,1430,1,0,93,3,4,0,16422,3,0,11,3,3,80,0,9,3,4,3,2,1,0,2
34,1,1431,4,1,91,3,1,2,2996,5,0,14,3,3,80,2,10,2,3,4,3,1,3,1
31,8,1433,1,0,34,2,1,0,1261,1,0,12,3,3,80,0,1,3,4,1,0,0,0,2
27,11,1434,2,1,91,3,1,1,2099,0,0,14,3,2,80,0,6,3,4,5,0,1,4,1
36,4,1435,1,1,37,2,2,0,5810,1,0,16,3,3,80,0,10,2,2,10,4,1,8,4
36,16,1436,3,0,98,2,2,1,5647,4,0,13,3,1,80,2,11,3,2,3,2,0,2,1
47,1,1438,1,1,74,3,1,1,3420,7,0,12,3,3,80,1,17,2,2,6,5,1,2,4
25,9,1439,1,1,68,2,1,1,4400,3,0,12,3,1,80,0,6,2,3,3,2,2,2,1
37,5,1440,3,1,84,4,1,0,3500,0,0,14,3,1,80,0,7,2,1,6,5,1,3,3
56,1,1441,1,0,90,3,1,1,2066,2,0,22,4,4,80,1,5,3,4,3,2,1,0,1
47,2,1443,1,0,82,3,4,1,17169,3,0,19,3,2,80,2,26,2,4,20,17,5,6,3
24,4,1445,4,0,42,3,2,1,4162,1,1,12,3,3,80,2,5,3,3,5,4,0,3,3
32,7,1446,4,1,97,3,2,1,9204,4,0,12,3,3,80,1,7,3,2,4,3,0,3,4
34,1,1447,4,0,86,2,1,1,3294,5,0,17,3,1,80,1,7,2,2,5,4,0,2,2
41,5,1448,2,1,90,4,1,1,2127,2,1,12,3,1,80,0,7,5,2,4,2,0,3,3
40,9,1449,3,1,81,3,2,2,3975,3,0,11,3,3,80,2,11,2,4,8,7,0,7,3
31,8,1453,1,1,31,3,3,2,10793,1,0,18,3,1,80,1,13,5,3,13,7,9,9,4
46,9,1457,1,1,52,3,3,2,10096,4,0,11,3,1,80,1,28,1,4,7,7,4,3,4
39,2,1458,1,0,54,2,1,0,3646,2,1,23,4,2,80,0,11,2,4,1,0,0,0,1
31,1,1459,3,0,100,4,3,0,7446,1,0,11,3,1,80,0,10,2,3,10,8,4,7,2
45,20,1460,2,1,95,1,3,2,10851,2,1,18,3,2,80,1,24,2,3,7,7,0,7,1
31,8,1461,4,0,96,4,1,0,2109,9,0,18,3,4,80,0,8,3,3,3,2,0,2,2
31,2,1464,2,1,94,3,1,1,3722,6,1,13,3,3,80,1,7,2,1,2,2,2,2,4
45,29,1465,2,1,55,3,3,1,9380,4,1,18,3,4,80,2,10,4,4,3,1,1,2,4
48,7,1466,3,1,96,3,2,2,5486,4,0,11,3,1,80,3,15,3,3,2,2,2,2,1
34,9,1467,1,0,52,3,1,1,2742,1,0,15,3,4,80,0,2,0,3,2,2,2,2,3
40,8,1468,4,1,55,2,3,2,13757,2,0,11,3,3,80,1,16,5,3,9,8,4,8,2
28,5,1469,4,1,84,3,2,0,8463,0,0,18,3,4,80,0,6,4,3,5,4,1,3,1
44,5,1471,3,1,90,2,1,0,3162,3,0,14,3,4,80,0,7,5,3,5,2,0,3,3
53,2,1472,4,1,39,4,4,0,16598,4,0,12,3,2,80,0,35,2,2,9,8,8,8,2
49,5,1473,1,1,96,3,2,1,6651,2,0,14,3,2,80,1,20,0,2,3,2,1,2,3
40,2,1474,3,1,68,3,1,2,2345,2,0,14,3,3,80,1,8,3,4,3,1,1,2,3
44,20,1475,4,1,49,3,1,0,3420,1,0,13,3,3,80,0,6,3,2,5,2,1,3,2
33,7,1477,4,1,54,3,2,1,4373,0,0,14,3,1,80,2,5,2,3,4,3,0,3,1
34,3,1478,4,1,81,1,2,0,4759,3,0,18,3,4,80,0,15,2,3,13,9,3,12,1
30,16,1479,4,1,96,3,2,1,5301,8,0,15,3,3,80,2,4,2,2,2,1,2,2,3
42,9,1480,1,0,74,3,1,0,3673,1,0,13,3,3,80,0,12,3,3,12,9,5,8,4
44,1,1481,1,0,79,3,2,1,4768,7,0,12,3,3,80,1,11,4,2,1,0,0,0,3
30,7,1482,3,1,64,3,1,2,1274,1,0,13,3,2,80,2,1,2,2,1,0,0,0,3
57,1,1483,2,1,93,4,2,1,4900,0,0,24,4,1,80,1,13,2,2,12,9,2,8,3
49,7,1484,3,1,35,3,3,2,10466,3,0,14,3,2,80,2,29,3,3,8,7,0,7,2
34,15,1485,2,1,71,3,4,2,17007,7,0,14,3,4,80,2,16,3,2,14,8,6,9,1
28,1,1486,1,1,92,3,1,1,2909,3,0,15,3,4,80,1,5,3,4,3,2,1,2,3
29,13,1487,1,0,51,3,2,0,5765,5,0,11,3,1,80,0,7,4,1,5,3,0,0,2
34,24,1489,1,0,40,2,2,0,4599,0,1,23,4,3,80,0,16,2,4,15,9,10,10,2
35,7,1492,4,1,76,3,1,1,2404,1,0,13,3,1,80,1,1,3,3,1,0,0,0,3
24,9,1494,2,1,89,3,1,0,3172,2,1,11,3,3,80,0,4,2,2,0,0,0,0,1
24,13,1495,4,0,78,3,1,1,2033,1,0,13,3,3,80,1,1,2,3,1,0,0,0,2
44,2,1496,2,1,86,3,3,0,10209,5,1,18,3,2,80,0,16,2,2,2,2,2,2,3
29,19,1497,3,1,77,2,2,2,8620,1,0,14,3,3,80,2,10,3,3,10,7,0,4,3
30,1,1499,3,1,46,3,1,2,2064,0,0,21,4,1,80,1,6,3,4,5,3,1,3,3
55,4,1501,4,1,30,3,2,1,4035,0,1,16,3,2,80,0,4,2,3,3,2,1,2,3
33,4,1502,1,0,82,2,1,1,3838,8,0,11,3,4,80,0,8,5,3,5,4,0,2,2
